MovesDone Score
19	0
15	88
24	88
16	53
20	53
14	0
18	40
23	80
23	0
24	40
19	0
22	128
15	40
33	208
13	0
18	0
13	0
22	40
18	0
23	88
23	0
16	40
35	250
26	0
22	40
19	0
15	80
13	0
29	224
23	80
20	88
33	120
10	0
13	40
26	88
14	128
21	216
20	128
19	179
18	0
30	288
28	176
17	88
26	128
14	0
28	40
12	0
38	256
32	160
18	40
16	88
22	88
21	88
55	859
10	0
33	424
17	160
24	93
24	390
16	0
16	0
19	181
14	0
27	168
12	0
13	0
28	258
33	248
18	88
34	120
30	192
17	40
17	40
17	188
30	0
15	0
20	185
19	128
14	0
17	0
22	91
15	0
20	176
12	40
19	128
22	168
22	80
17	128
11	0
26	91
23	40
16	88
21	0
15	88
25	0
23	160
18	208
20	0
18	88
16	0
13	0
16	120
14	88
30	298
20	168
15	120
15	0
21	208
25	320
19	216
15	0
21	80
25	0
18	0
19	128
36	205
9	0
22	160
24	128
29	192
17	128
16	0
31	133
29	232
33	349
13	0
32	168
30	120
19	80
24	219
32	226
24	88
18	120
16	91
18	88
31	93
20	208
19	88
18	131
18	0
16	0
26	128
13	0
23	128
27	208
21	208
21	0
16	40
12	0
27	131
27	296
28	160
14	40
24	40
22	176
31	276
21	80
39	387
17	40
21	0
12	0
15	88
22	0
37	496
25	128
17	208
23	53
15	0
17	0
22	221
16	0
15	88
16	40
18	0
17	40
25	208
22	168
23	168
26	200
19	80
24	128
21	133
14	40
17	0
27	53
20	0
29	208
16	40
27	80
19	128
25	88
16	0
26	131
16	40
16	93
24	91
28	268
27	216
35	173
14	0
16	160
17	0
46	326
27	216
14	88
17	40
14	0
11	0
26	200
16	0
25	216
20	80
20	80
12	0
21	88
18	88
27	0
21	0
13	0
16	40
30	171
14	0
34	296
25	40
16	40
15	0
24	120
29	80
17	0
21	176
19	40
26	40
22	176
10	0
29	88
16	40
17	0
23	88
25	128
24	170
21	0
11	0
20	40
27	0
23	120
27	173
26	80
41	339
19	216
29	328
25	168
17	0
17	120
14	0
28	168
31	120
20	0
22	205
12	0
16	0
19	80
22	188
26	120
20	131
25	240
26	168
22	280
17	80
13	88
14	0
15	0
16	0
30	146
12	0
32	520
20	0
25	490
27	253
27	155
20	128
15	0
22	336
26	248
12	0
26	160
20	120
24	200
29	208
39	540
26	40
13	40
19	88
23	40
22	88
21	40
15	40
14	40
47	684
19	53
14	40
24	80
18	40
17	240
23	120
35	288
56	978
20	0
35	312
21	336
16	0
18	168
41	352
20	80
28	352
25	236
22	53
16	88
20	40
33	342
22	80
27	280
22	208
24	106
22	168
17	128
20	0
41	376
16	120
41	459
25	288
42	563
11	0
44	467
16	0
15	0
17	40
14	0
34	304
44	450
21	80
17	0
26	304
25	80
32	128
24	234
31	424
16	40
19	120
33	216
25	307
15	0
31	168
28	474
32	454
27	128
24	120
26	128
45	469
27	296
31	256
14	0
51	1109
32	234
25	0
13	40
50	721
20	40
23	40
30	439
36	261
26	160
12	0
20	171
29	248
79	1309
31	280
18	176
26	88
29	194
38	529
42	726
29	211
28	403
40	440
29	317
22	214
39	629
22	40
41	587
38	427
25	240
36	491
27	248
24	128
44	667
34	556
73	1356
32	208
14	0
23	80
34	275
24	268
16	40
27	340
18	88
52	522
46	702
39	299
59	1086
63	1414
33	456
56	883
14	0
23	176
49	978
31	269
31	211
30	398
61	849
33	221
32	234
29	168
34	80
22	80
26	208
28	181
33	133
35	432
27	120
31	168
35	301
38	328
22	91
37	336
20	0
47	500
35	302
33	520
28	200
19	40
18	280
51	936
29	40
46	624
27	256
35	731
26	120
25	216
25	248
60	1048
88	2149
33	237
32	288
21	168
33	350
43	518
29	0
17	40
28	355
28	91
24	160
49	640
22	0
43	432
14	120
37	181
19	0
17	0
45	456
37	213
29	328
46	516
38	352
26	88
27	80
22	80
42	709
35	376
24	53
29	301
39	328
23	0
47	776
26	168
39	323
32	629
34	475
14	40
33	395
31	160
29	600
22	80
36	288
17	91
45	1050
54	947
85	2016
33	376
44	610
18	88
73	1637
26	259
26	0
56	1156
29	229
91	1950
36	288
50	604
79	1861
55	486
20	80
52	925
19	131
52	1139
45	731
22	352
50	990
61	1059
29	328
27	349
34	563
59	1040
48	699
78	1555
76	1589
40	632
119	2317
55	1093
31	387
34	248
25	336
52	688
23	40
57	1163
38	344
16	0
45	584
60	996
33	208
67	1083
82	1636
38	564
46	725
72	1454
113	2547
30	419
32	168
38	435
108	2865
113	3196
63	1538
79	1730
39	603
44	709
84	1971
40	733
56	1027
77	1533
47	677
63	1232
107	2651
135	3026
35	600
60	1231
103	1981
85	1769
88	1743
76	1665
91	1862
26	176
69	1390
51	731
93	2009
45	474
140	3119
35	256
44	738
151	3637
57	1199
123	3312
78	1466
56	987
109	2554
14	40
135	3284
220	5653
100	2032
105	2712
30	288
63	849
45	357
27	200
144	3133
164	4208
333	9338
109	2588
140	3822
92	1672
48	696
91	2016
77	1873
52	533
34	280
36	213
62	1110
49	902
131	3180
180	4368
233	6388
105	2477
146	3726
145	3610
55	952
368	10279
119	3041
133	3109
136	3426
79	1845
52	930
126	3005
63	1333
90	1848
29	304
189	5253
112	2283
122	2993
179	4981
271	8009
201	5806
144	3367
1056	32280
162	3702
185	5135
87	2195
55	755
82	1660
41	566
90	1683
37	133
105	2042
261	6828
231	5932
79	1284
78	1576
55	660
59	676
1171	34322
1171	35033
517	15713
752	20912
138	3381
350	10048
676	19576
647	18760
238	6562
623	16593
1109	32760
1129	33127
627	18548
148	4185
770	22325
192	4975
61	1404
68	1603
29	259
18	179
60	771
14	0
30	320
14	0
21	0
18	40
15	40
46	750
19	128
23	120
19	80
20	182
12	0
13	0
13	0
15	0
37	678
42	759
27	208
17	80
26	299
116	2896
27	176
51	1267
47	803
74	1731
71	1682
129	3855
112	3086
116	2638
289	8502
268	7605
103	2737
166	4306
275	7504
60	883
70	1192
76	1513
95	2052
71	1025
44	476
357	9545
47	902
53	1149
240	6120
37	720
261	7150
51	1222
327	9313
935	26944
264	7132
898	25489
330	9553
228	6517
368	10685
711	20505
794	22888
328	9526
118	3281
42	939
56	1096
89	2125
128	3099
243	6521
301	7944
632	17770
2325	68317
346	9387
81	1510
77	1314
76	1333
81	1558
62	771
67	1083
187	4486
136	2855
113	2682
46	319
53	636
41	235
38	216
45	490
83	1389
50	603
50	517
102	1919
36	168
71	1093
37	200
57	766
79	1587
5193	156526
4455	136920
196	4755
1384	41370
531	14763
260	7243
2606	77533
132	2796
540	15723
606	16614
54	747
124	2736
50	651
51	600
105	2194
70	1133
61	1010
47	635
57	718
70	1104
62	1068
38	256
48	487
3263	97564
7862	241041
7242	221066
1869	56000
1095	32900
4990	150428
6083	183684
13194	395143
3626	109438
1013	28629
923	26465
730	21327
502	13107
148	3367
290	7099
78	1124
52	709
44	578
56	613
33	80
36	80
46	317
44	403
40	248
24	0
47	378
42	277
40	237
41	253
53	451
31	0
26	0
30	0
43	360
1825	53297
2456	71486
8136	242291
862	25146
11309	337557
2612	76101
556	16012
1389	40470
140	3010
36	208
159	3374
55	643
36	307
38	186
35	200
41	251
54	504
30	0
39	211
31	40
37	106
35	106
32	40
41	302
43	272
48	371
37	93
39	240
29	0
30	0
31	40
185	4605
741	21757
313	8377
539	15318
234	6009
264	7558
1267	38441
14793	443015
8533	257635
1463	44002
1475	44347
751	22319
5357	159684
273	7661
3468	102882
418	12042
1435	42193
2525	74488
64	1540
136	3198
62	1376
23	171
42	414
34	394
36	515
19	40
38	416
18	40
25	104
27	120
30	120
24	146
28	173
22	40
15	0
34	168
20	40
19	40
19	40
30	120
25	40
1360	40570
807	23738
43	464
24	176
21	88
25	216
21	88
25	296
20	88
38	256
43	496
338	9021
111	2877
258	7898
48	934
26	349
20	176
39	288
66	1224
63	1131
94	2006
121	2874
51	640
990	29160
591	17994
622	18448
245	6806
466	13901
24	411
2571	77647
1438	42967
1219	36373
2235	67446
2966	89153
318	9352
219	5256
154	4196
340	10004
190	4962
157	3987
74	1477
81	1659
341	9397
82	1593
893	26475
544	15961
3689	113039
4158	126924
910	26361
2134	66146
1099	31628
2755	81993
7797	234431
365	10493
108	2550
2610	80300
4946	151715
10374	317414
8699	265823
11002	332693
124	2896
14091	418341
2313	68853
8295	249150
11847	351804
3795	111478
6914	204713
7794	232906
930	27044
11322	338305
315	8769
2094	63681
447	13166
1558	44742
7976	233671
4982	146455
3606	105714
20647	610513
1672	48788
2974	85777
3806	109796
320	9005
1293	37461
757	21737
80	1905
1543	45378
333	8626
30	416
56	1001
55	981
110	2611
110	2303
39	640
37	459
16	40
21	240
48	758
38	556
18	160
